date,close,open,high,low,open,high,low,open,high,low,open,high,low,open,high,low
10.07.1981,11.723,11.749,11.749,11.698,11.774,11.824,11.723,11.849,11.874,11.723,11.849,11.933,11.723,11.824,11.874,11.723
13.07.1981,11.615,11.698,11.698,11.591,11.749,11.749,11.698,11.774,11.824,11.723,11.849,11.874,11.723,11.849,11.933,11.723
14.07.1981,11.824,11.615,11.824,11.565,11.698,11.698,11.591,11.749,11.749,11.698,11.774,11.824,11.723,11.849,11.874,11.723
15.07.1981,11.774,11.824,11.824,11.723,11.615,11.824,11.565,11.698,11.698,11.591,11.749,11.749,11.698,11.774,11.824,11.723
16.07.1981,11.774,11.774,11.824,11.666,11.824,11.824,11.723,11.615,11.824,11.565,11.698,11.698,11.591,11.749,11.749,11.698
17.07.1981,11.666,11.774,11.774,11.666,11.774,11.824,11.666,11.824,11.824,11.723,11.615,11.824,11.565,11.698,11.698,11.591
20.07.1981,11.515,11.615,11.615,11.49,11.774,11.774,11.666,11.774,11.824,11.666,11.824,11.824,11.723,11.615,11.824,11.565
21.07.1981,11.539,11.515,11.565,11.456,11.615,11.615,11.49,11.774,11.774,11.666,11.774,11.824,11.666,11.824,11.824,11.723
22.07.1981,11.456,11.539,11.615,11.456,11.515,11.565,11.456,11.615,11.615,11.49,11.774,11.774,11.666,11.774,11.824,11.666
23.07.1981,11.407,11.456,11.49,11.382,11.539,11.615,11.456,11.515,11.565,11.456,11.615,11.615,11.49,11.774,11.774,11.666
24.07.1981,11.431,11.407,11.456,11.355,11.456,11.49,11.382,11.539,11.615,11.456,11.515,11.565,11.456,11.615,11.615,11.49
27.07.1981,11.565,11.431,11.565,11.407,11.407,11.456,11.355,11.456,11.49,11.382,11.539,11.615,11.456,11.515,11.565,11.456
28.07.1981,11.515,11.539,11.539,11.431,11.431,11.565,11.407,11.407,11.456,11.355,11.456,11.49,11.382,11.539,11.615,11.456
29.07.1981,11.515,11.515,11.591,11.49,11.539,11.539,11.431,11.431,11.565,11.407,11.407,11.456,11.355,11.456,11.49,11.382
30.07.1981,11.723,11.515,11.774,11.49,11.515,11.591,11.49,11.539,11.539,11.431,11.431,11.565,11.407,11.407,11.456,11.355
31.07.1981,11.666,11.723,11.774,11.641,11.515,11.774,11.49,11.515,11.591,11.49,11.539,11.539,11.431,11.431,11.565,11.407
3.08.1981,11.749,11.666,11.799,11.666,11.723,11.774,11.641,11.515,11.774,11.49,11.515,11.591,11.49,11.539,11.539,11.431
4.08.1981,12.107,11.749,12.107,11.698,11.666,11.799,11.666,11.723,11.774,11.641,11.515,11.774,11.49,11.515,11.591,11.49
5.08.1981,12.134,12.107,12.216,12.057,11.749,12.107,11.698,11.666,11.799,11.666,11.723,11.774,11.641,11.515,11.774,11.49
6.08.1981,11.824,11.958,11.958,11.824,12.107,12.216,12.057,11.749,12.107,11.698,11.666,11.799,11.666,11.723,11.774,11.641
7.08.1981,11.849,11.824,11.898,11.799,11.958,11.958,11.824,12.107,12.216,12.057,11.749,12.107,11.698,11.666,11.799,11.666
10.08.1981,12.033,11.849,12.085,11.799,11.824,11.898,11.799,11.958,11.958,11.824,12.107,12.216,12.057,11.749,12.107,11.698
11.08.1981,12.216,12.033,12.242,12.033,11.849,12.085,11.799,11.824,11.898,11.799,11.958,11.958,11.824,12.107,12.216,12.057
12.08.1981,12.033,12.216,12.216,12.033,12.033,12.242,12.033,11.849,12.085,11.799,11.824,11.898,11.799,11.958,11.958,11.824
13.08.1981,12.107,12.085,12.192,12.085,12.216,12.216,12.033,12.033,12.242,12.033,11.849,12.085,11.799,11.824,11.898,11.799
14.08.1981,12.057,12.107,12.216,12.057,12.085,12.192,12.085,12.216,12.216,12.033,12.033,12.242,12.033,11.849,12.085,11.799
17.08.1981,11.799,12.057,12.107,11.799,12.107,12.216,12.057,12.085,12.192,12.085,12.216,12.216,12.033,12.033,12.242,12.033
18.08.1981,11.774,11.799,11.874,11.698,12.057,12.107,11.799,12.107,12.216,12.057,12.085,12.192,12.085,12.216,12.216,12.033
19.08.1981,11.849,11.774,11.898,11.774,11.799,11.874,11.698,12.057,12.107,11.799,12.107,12.216,12.057,12.085,12.192,12.085
20.08.1981,11.898,11.849,11.958,11.849,11.774,11.898,11.774,11.799,11.874,11.698,12.057,12.107,11.799,12.107,12.216,12.057
21.08.1981,11.824,11.898,11.933,11.799,11.849,11.958,11.849,11.774,11.898,11.774,11.799,11.874,11.698,12.057,12.107,11.799
24.08.1981,11.615,11.774,11.774,11.565,11.898,11.933,11.799,11.849,11.958,11.849,11.774,11.898,11.774,11.799,11.874,11.698
25.08.1981,11.615,11.615,11.774,11.466,11.774,11.774,11.565,11.898,11.933,11.799,11.849,11.958,11.849,11.774,11.898,11.774
26.08.1981,11.539,11.615,11.666,11.515,11.615,11.774,11.466,11.774,11.774,11.565,11.898,11.933,11.799,11.849,11.958,11.849
27.08.1981,11.49,11.539,11.723,11.431,11.615,11.666,11.515,11.615,11.774,11.466,11.774,11.774,11.565,11.898,11.933,11.799
28.08.1981,11.615,11.515,11.666,11.515,11.539,11.723,11.431,11.615,11.666,11.515,11.615,11.774,11.466,11.774,11.774,11.565
31.08.1981,11.466,11.615,11.723,11.431,11.515,11.666,11.515,11.539,11.723,11.431,11.615,11.666,11.515,11.615,11.774,11.466
1.09.1981,11.641,11.466,11.666,11.431,11.615,11.723,11.431,11.515,11.666,11.515,11.539,11.723,11.431,11.615,11.666,11.515
2.09.1981,11.591,11.641,11.698,11.565,11.466,11.666,11.431,11.615,11.723,11.431,11.515,11.666,11.515,11.539,11.723,11.431
3.09.1981,11.355,11.591,11.666,11.331,11.641,11.698,11.565,11.466,11.666,11.431,11.615,11.723,11.431,11.515,11.666,11.515
4.09.1981,11.23,11.355,11.407,11.23,11.591,11.666,11.331,11.641,11.698,11.565,11.466,11.666,11.431,11.615,11.723,11.431
8.09.1981,11.23,11.23,11.255,11.098,11.355,11.407,11.23,11.591,11.666,11.331,11.641,11.698,11.565,11.466,11.666,11.431
9.09.1981,11.255,11.23,11.331,11.147,11.23,11.255,11.098,11.355,11.407,11.23,11.591,11.666,11.331,11.641,11.698,11.565
10.09.1981,11.382,11.255,11.431,11.255,11.23,11.331,11.147,11.23,11.255,11.098,11.355,11.407,11.23,11.591,11.666,11.331
11.09.1981,11.591,11.382,11.666,11.382,11.255,11.431,11.255,11.23,11.331,11.147,11.23,11.255,11.098,11.355,11.407,11.23
14.09.1981,11.615,11.591,11.799,11.431,11.382,11.666,11.382,11.255,11.431,11.255,11.23,11.331,11.147,11.23,11.255,11.098
15.09.1981,11.539,11.615,11.749,11.539,11.591,11.799,11.431,11.382,11.666,11.382,11.255,11.431,11.255,11.23,11.331,11.147
16.09.1981,11.407,11.515,11.515,11.331,11.615,11.749,11.539,11.591,11.799,11.431,11.382,11.666,11.382,11.255,11.431,11.255
17.09.1981,11.255,11.407,11.466,11.121,11.515,11.515,11.331,11.615,11.749,11.539,11.591,11.799,11.431,11.382,11.666,11.382
18.09.1981,11.23,11.255,11.331,11.198,11.407,11.466,11.121,11.515,11.515,11.331,11.615,11.749,11.539,11.591,11.799,11.431
21.09.1981,11.407,11.23,11.466,11.173,11.255,11.331,11.198,11.407,11.466,11.121,11.515,11.515,11.331,11.615,11.749,11.539
22.09.1981,11.307,11.407,11.431,11.255,11.23,11.466,11.173,11.255,11.331,11.198,11.407,11.466,11.121,11.515,11.515,11.331
23.09.1981,11.331,11.307,11.355,11.098,11.407,11.431,11.255,11.23,11.466,11.173,11.255,11.331,11.198,11.407,11.466,11.121
24.09.1981,11.355,11.331,11.49,11.281,11.307,11.355,11.098,11.407,11.431,11.255,11.23,11.466,11.173,11.255,11.331,11.198
25.09.1981,11.147,11.281,11.281,11.074,11.331,11.49,11.281,11.307,11.355,11.098,11.407,11.431,11.255,11.23,11.466,11.173
28.09.1981,11.407,11.147,11.431,10.865,11.281,11.281,11.074,11.331,11.49,11.281,11.307,11.355,11.098,11.407,11.431,11.255
29.09.1981,11.074,11.407,11.407,11.047,11.147,11.431,10.865,11.281,11.281,11.074,11.331,11.49,11.281,11.307,11.355,11.098
30.09.1981,11.255,11.074,11.331,11.047,11.407,11.407,11.047,11.147,11.431,10.865,11.281,11.281,11.074,11.331,11.49,11.281
1.10.1981,11.23,11.255,11.307,11.173,11.074,11.331,11.047,11.407,11.407,11.047,11.147,11.431,10.865,11.281,11.281,11.074
2.10.1981,11.431,11.281,11.466,11.281,11.255,11.307,11.173,11.074,11.331,11.047,11.407,11.407,11.047,11.147,11.431,10.865
5.10.1981,11.466,11.431,11.539,11.382,11.281,11.466,11.281,11.255,11.307,11.173,11.074,11.331,11.047,11.407,11.407,11.047
6.10.1981,11.281,11.466,11.466,11.281,11.431,11.539,11.382,11.281,11.466,11.281,11.255,11.307,11.173,11.074,11.331,11.047
7.10.1981,11.431,11.281,11.431,11.255,11.466,11.466,11.281,11.431,11.539,11.382,11.281,11.466,11.281,11.255,11.307,11.173
8.10.1981,11.539,11.431,11.539,11.331,11.281,11.431,11.255,11.466,11.466,11.281,11.431,11.539,11.382,11.281,11.466,11.281
9.10.1981,11.615,11.539,11.698,11.466,11.431,11.539,11.331,11.281,11.431,11.255,11.466,11.466,11.281,11.431,11.539,11.382
12.10.1981,11.539,11.615,11.641,11.466,11.539,11.698,11.466,11.431,11.539,11.331,11.281,11.431,11.255,11.466,11.466,11.281
13.10.1981,11.173,11.466,11.466,11.121,11.615,11.641,11.466,11.539,11.698,11.466,11.431,11.539,11.331,11.281,11.431,11.255
14.10.1981,10.913,11.098,11.098,10.865,11.466,11.466,11.121,11.615,11.641,11.466,11.539,11.698,11.466,11.431,11.539,11.331
15.10.1981,10.865,10.913,10.989,10.838,11.098,11.098,10.865,11.466,11.466,11.121,11.615,11.641,11.466,11.539,11.698,11.466
16.10.1981,10.655,10.865,10.888,10.605,10.913,10.989,10.838,11.098,11.098,10.865,11.466,11.466,11.121,11.615,11.641,11.466
19.10.1981,10.655,10.655,10.731,10.522,10.865,10.888,10.605,10.913,10.989,10.838,11.098,11.098,10.865,11.466,11.466,11.121
20.10.1981,10.731,10.705,10.786,10.705,10.655,10.731,10.522,10.865,10.888,10.605,10.913,10.989,10.838,11.098,11.098,10.865
21.10.1981,10.68,10.731,10.865,10.631,10.705,10.786,10.705,10.655,10.731,10.522,10.865,10.888,10.605,10.913,10.989,10.838
22.10.1981,10.631,10.68,10.731,10.58,10.731,10.865,10.631,10.705,10.786,10.705,10.655,10.731,10.522,10.865,10.888,10.605
23.10.1981,10.605,10.631,10.631,10.555,10.68,10.731,10.58,10.731,10.865,10.631,10.705,10.786,10.705,10.655,10.731,10.522
26.10.1981,10.522,10.58,10.58,10.471,10.631,10.631,10.555,10.68,10.731,10.58,10.731,10.865,10.631,10.705,10.786,10.705
27.10.1981,10.555,10.555,10.655,10.555,10.58,10.58,10.471,10.631,10.631,10.555,10.68,10.731,10.58,10.731,10.865,10.631
28.10.1981,10.287,10.555,10.58,10.287,10.555,10.655,10.555,10.58,10.58,10.471,10.631,10.631,10.555,10.68,10.731,10.58
29.10.1981,10.185,10.287,10.346,10.053,10.555,10.58,10.287,10.555,10.655,10.555,10.58,10.58,10.471,10.631,10.631,10.555
30.10.1981,10.705,10.214,10.756,10.214,10.287,10.346,10.053,10.555,10.58,10.287,10.555,10.655,10.555,10.58,10.58,10.471
2.11.1981,11.021,10.814,11.047,10.814,10.214,10.756,10.214,10.287,10.346,10.053,10.555,10.58,10.287,10.555,10.655,10.555
3.11.1981,11.021,11.021,11.021,10.865,10.814,11.047,10.814,10.214,10.756,10.214,10.287,10.346,10.053,10.555,10.58,10.287
4.11.1981,10.888,10.888,10.888,10.765,11.021,11.021,10.865,10.814,11.047,10.814,10.214,10.756,10.214,10.287,10.346,10.053
5.11.1981,10.705,10.888,10.963,10.705,10.888,10.888,10.765,11.021,11.021,10.865,10.814,11.047,10.814,10.214,10.756,10.214
6.11.1981,10.58,10.705,10.765,10.555,10.888,10.963,10.705,10.888,10.888,10.765,11.021,11.021,10.865,10.814,11.047,10.814
9.11.1981,10.731,10.58,10.765,10.58,10.705,10.765,10.555,10.888,10.963,10.705,10.888,10.888,10.765,11.021,11.021,10.865
10.11.1981,10.865,10.814,11.021,10.814,10.58,10.765,10.58,10.705,10.765,10.555,10.888,10.963,10.705,10.888,10.888,10.765
11.11.1981,10.913,10.865,10.938,10.655,10.814,11.021,10.814,10.58,10.765,10.58,10.705,10.765,10.555,10.888,10.963,10.705
12.11.1981,10.963,10.913,11.047,10.865,10.865,10.938,10.655,10.814,11.021,10.814,10.58,10.765,10.58,10.705,10.765,10.555
13.11.1981,10.731,10.938,10.938,10.705,10.913,11.047,10.865,10.865,10.938,10.655,10.814,11.021,10.814,10.58,10.765,10.58
16.11.1981,10.605,10.655,10.655,10.496,10.938,10.938,10.705,10.913,11.047,10.865,10.865,10.938,10.655,10.814,11.021,10.814
17.11.1981,10.605,10.605,10.68,10.531,10.655,10.655,10.496,10.938,10.938,10.705,10.913,11.047,10.865,10.865,10.938,10.655
18.11.1981,10.471,10.605,10.631,10.446,10.605,10.68,10.531,10.655,10.655,10.496,10.938,10.938,10.705,10.913,11.047,10.865
19.11.1981,10.471,10.471,10.471,10.37,10.605,10.631,10.446,10.605,10.68,10.531,10.655,10.655,10.496,10.938,10.938,10.705
20.11.1981,10.531,10.471,10.58,10.446,10.471,10.471,10.37,10.605,10.631,10.446,10.605,10.68,10.531,10.655,10.655,10.496
23.11.1981,10.496,10.531,10.58,10.496,10.471,10.58,10.446,10.471,10.471,10.37,10.605,10.631,10.446,10.605,10.68,10.531
24.11.1981,10.865,10.496,10.888,10.496,10.531,10.58,10.496,10.471,10.58,10.446,10.471,10.471,10.37,10.605,10.631,10.446
25.11.1981,10.938,10.913,11.047,10.913,10.496,10.888,10.496,10.531,10.58,10.496,10.471,10.58,10.446,10.471,10.471,10.37
27.11.1981,11.331,10.997,11.331,10.997,10.913,11.047,10.913,10.496,10.888,10.496,10.531,10.58,10.496,10.471,10.58,10.446
30.11.1981,11.331,11.331,11.331,11.173,10.997,11.331,10.997,10.913,11.047,10.913,10.496,10.888,10.496,10.531,10.58,10.496
1.12.1981,11.255,11.331,11.355,11.198,11.331,11.331,11.173,10.997,11.331,10.997,10.913,11.047,10.913,10.496,10.888,10.496
2.12.1981,11.021,11.173,11.173,11.021,11.331,11.355,11.198,11.331,11.331,11.173,10.997,11.331,10.997,10.913,11.047,10.913
3.12.1981,11.23,11.021,11.23,11.021,11.173,11.173,11.021,11.331,11.355,11.198,11.331,11.331,11.173,10.997,11.331,10.997
4.12.1981,11.355,11.23,11.466,11.23,11.021,11.23,11.021,11.173,11.173,11.021,11.331,11.355,11.198,11.331,11.331,11.173
7.12.1981,11.121,11.355,11.515,11.098,11.23,11.466,11.23,11.021,11.23,11.021,11.173,11.173,11.021,11.331,11.355,11.198
8.12.1981,11.074,11.121,11.173,11.021,11.355,11.515,11.098,11.23,11.466,11.23,11.021,11.23,11.021,11.173,11.173,11.021
9.12.1981,11.198,11.098,11.23,11.098,11.121,11.173,11.021,11.355,11.515,11.098,11.23,11.466,11.23,11.021,11.23,11.021
10.12.1981,11.355,11.198,11.382,11.173,11.098,11.23,11.098,11.121,11.173,11.021,11.355,11.515,11.098,11.23,11.466,11.23
11.12.1981,11.307,11.355,11.382,11.098,11.198,11.382,11.173,11.098,11.23,11.098,11.121,11.173,11.021,11.355,11.515,11.098
14.12.1981,11.098,11.198,11.198,11.074,11.355,11.382,11.098,11.198,11.382,11.173,11.098,11.23,11.098,11.121,11.173,11.021
15.12.1981,11.147,11.098,11.198,11.021,11.198,11.198,11.074,11.355,11.382,11.098,11.198,11.382,11.173,11.098,11.23,11.098
16.12.1981,11.255,11.147,11.331,11.047,11.098,11.198,11.021,11.198,11.198,11.074,11.355,11.382,11.098,11.198,11.382,11.173
17.12.1981,11.591,11.255,11.591,11.255,11.147,11.331,11.047,11.098,11.198,11.021,11.198,11.198,11.074,11.355,11.382,11.098
18.12.1981,11.799,11.591,11.849,11.539,11.255,11.591,11.255,11.147,11.331,11.047,11.098,11.198,11.021,11.198,11.198,11.074
21.12.1981,11.723,11.799,11.824,11.666,11.591,11.849,11.539,11.255,11.591,11.255,11.147,11.331,11.047,11.098,11.198,11.021
22.12.1981,11.824,11.774,11.898,11.774,11.799,11.824,11.666,11.591,11.849,11.539,11.255,11.591,11.255,11.147,11.331,11.047
23.12.1981,11.666,11.824,11.824,11.641,11.774,11.898,11.774,11.799,11.824,11.666,11.591,11.849,11.539,11.255,11.591,11.255
24.12.1981,11.849,11.698,11.849,11.698,11.824,11.824,11.641,11.774,11.898,11.774,11.799,11.824,11.666,11.591,11.849,11.539
28.12.1981,11.749,11.849,11.933,11.698,11.698,11.849,11.698,11.824,11.824,11.641,11.774,11.898,11.774,11.799,11.824,11.666
29.12.1981,11.641,11.749,11.849,11.591,11.849,11.933,11.698,11.698,11.849,11.698,11.824,11.824,11.641,11.774,11.898,11.774
30.12.1981,11.898,11.641,11.983,11.641,11.749,11.849,11.591,11.849,11.933,11.698,11.698,11.849,11.698,11.824,11.824,11.641
31.12.1981,11.824,11.849,11.933,11.774,11.641,11.983,11.641,11.749,11.849,11.591,11.849,11.933,11.698,11.698,11.849,11.698
4.01.1982,12.107,11.983,12.134,11.824,11.849,11.933,11.774,11.641,11.983,11.641,11.749,11.849,11.591,11.849,11.933,11.698
5.01.1982,11.849,11.933,12.033,11.799,11.983,12.134,11.824,11.849,11.933,11.774,11.641,11.983,11.641,11.749,11.849,11.591
6.01.1982,11.799,11.749,11.849,11.641,11.933,12.033,11.799,11.983,12.134,11.824,11.849,11.933,11.774,11.641,11.983,11.641
7.01.1982,11.799,11.749,11.898,11.565,11.749,11.849,11.641,11.933,12.033,11.799,11.983,12.134,11.824,11.849,11.933,11.774
11.01.1982,11.799,12.006,12.216,11.799,11.749,11.898,11.565,11.749,11.849,11.641,11.933,12.033,11.799,11.983,12.134,11.824
12.01.1982,11.958,11.983,12.134,11.799,12.006,12.216,11.799,11.749,11.898,11.565,11.749,11.849,11.641,11.933,12.033,11.799
13.01.1982,11.933,11.983,12.107,11.849,11.983,12.134,11.799,12.006,12.216,11.799,11.749,11.898,11.565,11.749,11.849,11.641
14.01.1982,12.242,12.085,12.242,11.933,11.983,12.107,11.849,11.983,12.134,11.799,12.006,12.216,11.799,11.749,11.898,11.565
15.01.1982,12.426,12.339,12.5,12.165,12.085,12.242,11.933,11.983,12.107,11.849,11.983,12.134,11.799,12.006,12.216,11.799
18.01.1982,12.869,12.634,12.917,12.339,12.339,12.5,12.165,12.085,12.242,11.933,11.983,12.107,11.849,11.983,12.134,11.799
19.01.1982,12.686,12.786,12.917,12.634,12.634,12.917,12.339,12.339,12.5,12.165,12.085,12.242,11.933,11.983,12.107,11.849
20.01.1982,12.786,12.759,12.892,12.634,12.786,12.917,12.634,12.634,12.917,12.339,12.339,12.5,12.165,12.085,12.242,11.933
21.01.1982,12.992,12.969,13.099,12.808,12.759,12.892,12.634,12.786,12.917,12.634,12.634,12.917,12.339,12.339,12.5,12.165
22.01.1982,12.808,12.892,13.018,12.759,12.969,13.099,12.808,12.759,12.892,12.634,12.786,12.917,12.634,12.634,12.917,12.339
25.01.1982,12.892,12.808,12.944,12.686,12.892,13.018,12.759,12.969,13.099,12.808,12.759,12.892,12.634,12.786,12.917,12.634
26.01.1982,12.833,12.917,12.992,12.808,12.808,12.944,12.686,12.892,13.018,12.759,12.969,13.099,12.808,12.759,12.892,12.634
27.01.1982,13.018,12.917,13.045,12.786,12.917,12.992,12.808,12.808,12.944,12.686,12.892,13.018,12.759,12.969,13.099,12.808
28.01.1982,13.385,13.253,13.412,13.099,12.917,13.045,12.786,12.917,12.992,12.808,12.808,12.944,12.686,12.892,13.018,12.759
29.01.1982,13.224,13.358,13.46,13.224,13.253,13.412,13.099,12.917,13.045,12.786,12.917,12.992,12.808,12.808,12.944,12.686
1.02.1982,13.018,13.099,13.179,12.992,13.358,13.46,13.224,13.253,13.412,13.099,12.917,13.045,12.786,12.917,12.992,12.808
2.02.1982,13.099,13.099,13.199,12.969,13.099,13.179,12.992,13.358,13.46,13.224,13.253,13.412,13.099,12.917,13.045,12.786
3.02.1982,13.045,12.969,13.154,12.786,13.099,13.199,12.969,13.099,13.179,12.992,13.358,13.46,13.224,13.253,13.412,13.099
4.02.1982,13.154,13.018,13.199,12.808,12.969,13.154,12.786,13.099,13.199,12.969,13.099,13.179,12.992,13.358,13.46,13.224
5.02.1982,13.154,13.199,13.311,13.076,13.018,13.199,12.808,12.969,13.154,12.786,13.099,13.199,12.969,13.099,13.179,12.992
8.02.1982,12.786,12.944,13.099,12.759,13.199,13.311,13.076,13.018,13.199,12.808,12.969,13.154,12.786,13.099,13.199,12.969
9.02.1982,12.759,12.759,12.843,12.686,12.944,13.099,12.759,13.199,13.311,13.076,13.018,13.199,12.808,12.969,13.154,12.786
10.02.1982,12.869,12.892,12.969,12.808,12.759,12.843,12.686,12.944,13.099,12.759,13.199,13.311,13.076,13.018,13.199,12.808
11.02.1982,12.733,12.786,12.892,12.66,12.892,12.969,12.808,12.759,12.843,12.686,12.944,13.099,12.759,13.199,13.311,13.076
12.02.1982,12.686,12.759,12.843,12.686,12.786,12.892,12.66,12.892,12.969,12.808,12.759,12.843,12.686,12.944,13.099,12.759
16.02.1982,12.944,12.733,12.969,12.5,12.759,12.843,12.686,12.786,12.892,12.66,12.892,12.969,12.808,12.759,12.843,12.686
17.02.1982,12.944,13.018,13.154,12.892,12.733,12.969,12.5,12.759,12.843,12.686,12.786,12.892,12.66,12.892,12.969,12.808
18.02.1982,13.045,13.045,13.099,12.992,13.018,13.154,12.892,12.733,12.969,12.5,12.759,12.843,12.686,12.786,12.892,12.66
19.02.1982,12.969,12.969,13.099,12.808,13.045,13.099,12.992,13.018,13.154,12.892,12.733,12.969,12.5,12.759,12.843,12.686
22.02.1982,12.552,12.786,13.076,12.5,12.969,13.099,12.808,13.045,13.099,12.992,13.018,13.154,12.892,12.733,12.969,12.5
23.02.1982,12.66,12.606,12.759,12.426,12.786,13.076,12.5,12.969,13.099,12.808,13.045,13.099,12.992,13.018,13.154,12.892
24.02.1982,12.892,12.706,12.917,12.5,12.606,12.759,12.426,12.786,13.076,12.5,12.969,13.099,12.808,13.045,13.099,12.992
25.02.1982,12.808,12.892,12.992,12.786,12.706,12.917,12.5,12.606,12.759,12.426,12.786,13.076,12.5,12.969,13.099,12.808
26.02.1982,12.869,12.786,12.869,12.706,12.892,12.992,12.786,12.706,12.917,12.5,12.606,12.759,12.426,12.786,13.076,12.5
1.03.1982,12.917,12.917,13.045,12.786,12.786,12.869,12.706,12.892,12.992,12.786,12.706,12.917,12.5,12.606,12.759,12.426
2.03.1982,12.686,12.808,12.969,12.66,12.917,13.045,12.786,12.786,12.869,12.706,12.892,12.992,12.786,12.706,12.917,12.5
3.03.1982,12.45,12.526,12.66,12.401,12.808,12.969,12.66,12.917,13.045,12.786,12.786,12.869,12.706,12.892,12.992,12.786
4.03.1982,12.292,12.317,12.474,12.165,12.526,12.66,12.401,12.808,12.969,12.66,12.917,13.045,12.786,12.786,12.869,12.706
5.03.1982,12.165,12.216,12.339,12.085,12.317,12.474,12.165,12.526,12.66,12.401,12.808,12.969,12.66,12.917,13.045,12.786
8.03.1982,11.958,12.134,12.317,11.933,12.216,12.339,12.085,12.317,12.474,12.165,12.526,12.66,12.401,12.808,12.969,12.66
9.03.1982,12.192,12.134,12.366,11.874,12.134,12.317,11.933,12.216,12.339,12.085,12.317,12.474,12.165,12.526,12.66,12.401
10.03.1982,12.266,12.292,12.401,12.192,12.134,12.366,11.874,12.134,12.317,11.933,12.216,12.339,12.085,12.317,12.474,12.165
11.03.1982,12.107,12.266,12.339,12.085,12.292,12.401,12.192,12.134,12.366,11.874,12.134,12.317,11.933,12.216,12.339,12.085
12.03.1982,12.033,12.006,12.085,11.933,12.266,12.339,12.085,12.292,12.401,12.192,12.134,12.366,11.874,12.134,12.317,11.933
15.03.1982,12.242,12.085,12.242,11.933,12.006,12.085,11.933,12.266,12.339,12.085,12.292,12.401,12.192,12.134,12.366,11.874
16.03.1982,11.933,12.085,12.242,11.898,12.085,12.242,11.933,12.006,12.085,11.933,12.266,12.339,12.085,12.292,12.401,12.192
17.03.1982,11.933,12.006,12.085,11.933,12.085,12.242,11.898,12.085,12.242,11.933,12.006,12.085,11.933,12.266,12.339,12.085
18.03.1982,12.033,12.057,12.134,11.983,12.006,12.085,11.933,12.085,12.242,11.898,12.085,12.242,11.933,12.006,12.085,11.933
19.03.1982,11.983,12.033,12.057,11.898,12.057,12.134,11.983,12.006,12.085,11.933,12.085,12.242,11.898,12.085,12.242,11.933
22.03.1982,12.292,12.216,12.366,12.033,12.033,12.057,11.898,12.057,12.134,11.983,12.006,12.085,11.933,12.085,12.242,11.898
23.03.1982,12.366,12.317,12.401,12.216,12.216,12.366,12.033,12.033,12.057,11.898,12.057,12.134,11.983,12.006,12.085,11.933
24.03.1982,12.292,12.292,12.339,12.242,12.317,12.401,12.216,12.216,12.366,12.033,12.033,12.057,11.898,12.057,12.134,11.983
25.03.1982,12.426,12.401,12.5,12.292,12.292,12.339,12.242,12.317,12.401,12.216,12.216,12.366,12.033,12.033,12.057,11.898
26.03.1982,12.266,12.339,12.426,12.266,12.401,12.5,12.292,12.292,12.339,12.242,12.317,12.401,12.216,12.216,12.366,12.033
29.03.1982,12.45,12.366,12.526,12.216,12.339,12.426,12.266,12.401,12.5,12.292,12.292,12.339,12.242,12.317,12.401,12.216
30.03.1982,12.552,12.5,12.575,12.401,12.366,12.526,12.216,12.339,12.426,12.266,12.401,12.5,12.292,12.292,12.339,12.242
31.03.1982,12.426,12.5,12.606,12.401,12.5,12.575,12.401,12.366,12.526,12.216,12.339,12.426,12.266,12.401,12.5,12.292
1.04.1982,12.686,12.575,12.706,12.45,12.5,12.606,12.401,12.5,12.575,12.401,12.366,12.526,12.216,12.339,12.426,12.266
2.04.1982,12.786,12.786,12.869,12.686,12.575,12.706,12.45,12.5,12.606,12.401,12.5,12.575,12.401,12.366,12.526,12.216
5.04.1982,12.786,12.786,12.843,12.706,12.786,12.869,12.686,12.575,12.706,12.45,12.5,12.606,12.401,12.5,12.575,12.401
6.04.1982,12.843,12.786,12.869,12.686,12.786,12.843,12.706,12.786,12.869,12.686,12.575,12.706,12.45,12.5,12.606,12.401
7.04.1982,12.843,12.869,12.917,12.786,12.786,12.869,12.686,12.786,12.843,12.706,12.786,12.869,12.686,12.575,12.706,12.45
8.04.1982,12.944,12.917,12.992,12.808,12.869,12.917,12.786,12.786,12.869,12.686,12.786,12.843,12.706,12.786,12.869,12.686
12.04.1982,12.917,12.944,12.992,12.892,12.917,12.992,12.808,12.869,12.917,12.786,12.786,12.869,12.686,12.786,12.843,12.706
13.04.1982,12.892,12.969,13.045,12.869,12.944,12.992,12.892,12.917,12.992,12.808,12.869,12.917,12.786,12.786,12.869,12.686
14.04.1982,13.224,13.018,13.311,12.733,12.969,13.045,12.869,12.944,12.992,12.892,12.917,12.992,12.808,12.869,12.917,12.786
15.04.1982,13.436,13.311,13.436,13.179,13.018,13.311,12.733,12.969,13.045,12.869,12.944,12.992,12.892,12.917,12.992,12.808
16.04.1982,13.412,13.436,13.485,13.358,13.311,13.436,13.179,13.018,13.311,12.733,12.969,13.045,12.869,12.944,12.992,12.892
19.04.1982,13.253,13.385,13.544,13.224,13.436,13.485,13.358,13.311,13.436,13.179,13.018,13.311,12.733,12.969,13.045,12.869
20.04.1982,13.154,13.199,13.278,13.099,13.385,13.544,13.224,13.436,13.485,13.358,13.311,13.436,13.179,13.018,13.311,12.733
